Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Tunisia,,,,,,46095238.095238,78666666.66666698,72571428.571428,122476190.47619,122095238.09523803,-39619047.619046986,-5545813.197888017,13624463.667747974,-9724949.952085972,112025438.25084996,-81040701.82242012,-222261092.64765978,-430769230.7692299,-463991964.84136987,-214780225.45772982,-469004692.51666975,-713643469.8787398,-856460358.8702703,-697735747.3182998,-938168177.7164497,-507132448.8074198,-642042041.2856398,-95937788.86927986,36371945.10633993,-334976261.9809303,-866136363.6363602,-647826086.9565201,-1073908368.4123,-1098589079.6639004,-459589898.31487083,-704240245.320921,-294121272.88866043,-471467789.3640394,-640980043.4696703,-446711205.7156105,-682652371.1171789,-864661680.2656403,-873019054.913969,-939805566.0331993,-788700142.1956997,-124784863.64999962,-647621194.1924992,-740542455.7383995,-1362829933.5629005,-1276406657.9029999,-1955235014.6708984,-3848456899.9625015,-4601047255.508102,-4467155549.0448,-5133844817.176498,-4783432103.4855995,-4658727310.055302,-5209502257.767902,-5507643565.014698,-4371542986.328201,-3542223287.362402,-4702148925.000698,-5172469322.683502,-1655347774.3087997
Turkiye,-122222222.22222203,-133333333.33333296,-211111111.11111104,-288888888.88888896,-111111111.11111104,-100000000.0,-222222222.22222197,-133333333.33333409,-244444444.444445,-222222222.22222197,-345454545.4545491,-473333333.3333299,-521428571.42857003,-535714285.7142799,-1964285714.28571,-3135714285.71428,-2987500000.0,-4044444444.4444404,-2070833333.3333397,-2387096774.19354,-4656578947.36842,-3322522522.5225306,-2029447852.7607403,-2524444444.4444094,-2437602179.8364906,-2087931034.4828014,-2110962962.9630013,-1897782963.827299,1000632911.3923988,-1690292177.1912994,-6346799540.0535965,-4219534995.2061996,-4698195576.251503,-10228639053.254505,1278297139.383297,-7550670738.357502,-11403220932.375206,-11026026405.0308,2585712094.0150986,-110498993.5121994,-7109824237.587105,9063574708.6297,5352374494.601395,-669276393.5943909,-6445075504.8797,-12100020169.948013,-22133767649.338013,-27741797531.87198,-26316015634.003998,-303014593.9250183,-33457753506.83902,-61372016681.04501,-36182495833.79999,-47327534342.41998,-31503300873.365997,-17510902059.514984,-18795307891.865997,-31639329843.512024,-1159313598.585022,22488784238.623016,-22346163480.464996,3320029890.1480103,-36300388195.92401,-27340539420.11499
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380621905.6458,926156209.2723901,741502099.9834402,-8899299.751510143,-5800115.073469877,-79803560.46653986,-628577793.118508,-960725683.027555,-468606996.96841395,200206546.42039013,35293806.23111987,317589162.9109101,120243102.37267017,4631773.96942997,599818511.7967403,1827713625.86605,2188086303.9399595,3858979353.330721,-2180350877.19298,-1141403508.7719002,2494035087.719301,2929824561.4034996,425614035.0876999,1073684210.5264015,-3561714285.7143,-6418285714.28571,-3276285714.2857304,3627999999.99996,2343714285.7143,-136857142.85715008,4032085714.2857103,7307700000.0,5547400000.0
Uganda,23328319.7150297,12253449.487137899,11946221.975607991,22771535.385261,40079034.720764995,10779784.404311985,2239955.200895995,8819823.603527993,13719725.605488002,13859722.805543989,40739185.21629602,-58658826.82346302,38919221.61556801,57819653.08208102,-6843455.945252001,-53444444.444445014,43600000.0,39764705.88235301,-126086956.521739,40000000.0,-82000000.0,-80000000.0,-199000000.0,-111666666.66666698,-59033912.181669,-44693326.99094999,-95262952.928585,-614174487.9497839,-664216666.6666701,-534973266.312517,-522041940.650271,-480765196.415959,-443762231.506529,-454558162.546499,-413340605.14429206,-520277743.3608421,-692906552.1878489,-466409534.97976995,-708909866.242186,-691128206.6529931,-708892333.087767,-718020536.6742319,-855807413.535349,-912561143.6984681,-799214599.8958801,-982580657.8273699,-1305321669.5716202,-1586288049.51508,-1111619929.8294497,-2471758272.8712006,-2832795042.50381,-3914243128.28765,-3418340124.6400805,-2915602908.07113,-1995219702.60252,-3865296279.0984697,-1855923174.9917898,-1080604949.9086304,-2128501545.1401205,-1817933676.4054995,-2320354561.9235497,-4114427872.287239,-4766731242.913711,-4944332556.78329
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53920829.975299835,-877295839.2946014,1681537695.2706032,1472159749.6616974,-205438156.6098976,-1663879222.6386986,-1486528418.5931015,-1137489348.002102,-1534117222.3899002,-952422820.2659988,1723000056.6525002,1572910572.0287971,539267697.9207001,1864970783.5636978,1298219584.5696983,4982327505.170204,724526116.4054031,-3069900990.098999,-8130891089.108894,-14394497591.804108,-1967337676.6727982,-3977373466.711403,-10147770403.572601,-14346462764.682404,-15634054797.948196,-4680457309.3246,-2377052775.0028,-6463928654.370804,-8726414189.840698,-11425933030.917206,-12384279576.681404,-2369876402.595497,-2639467167.8042145,-26738449229.742607,-37406824031.011505
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8733832539.142197,6517631041.524902,11870388019.060501,15540550034.036804,28208386657.58989,39503262083.04999,20556024506.46701,29093805309.73401,14819060585.432007,59717358747.448,99894894486.04501,135765282505.10498,139735057862.491,127617154526.88898,89530292716.13303,89911504424.77902,96800544588.15503,118682096664.39801,98859087814.84003,53049184054.395996,77626957113.68298,93905513955.07098,76549943272.06805
United Kingdom,,,,,,,,,,,1393544516.4386978,2351384765.1497,199028471.52840424,-4007070063.694298,-9350668536.699402,-3438900442.4778976,-1884327044.0251007,2714946799.232498,5467091083.4133,2950006353.2400055,14017848013.013977,16845269292.60402,11285466457.022995,6136077004.699005,1166687948.921997,6959366016.426987,-1912777777.777008,-4902216048.373993,-27468694414.79901,-31454960732.98401,-17379332386.363983,-1420876543.2099915,-5409350649.350983,-892751949.6100159,3076426385.0629883,7601388669.718018,6794071762.870972,8813032089.063965,-7891685988.737976,-17228603785.79602,-20021183234.981995,-28497193032.96405,-42123800959.23303,-43688163265.30701,-55867813987.551025,-54365454545.45398,-51194112235.51099,-59993997599.04004,-49409926470.58801,-29950147998.130005,-38755872189.16907,-21049736289.748047,-26768944957.133057,-39552226423.56995,-59528116451.770996,-44259720573.26697,-50977914005.68994,-35939390766.14502,-39694142045.89502,-39793470661.302,15060264583.401001,-7040636517.269897,-54375578332.150024,-18713824619.26001
United States,,,,,,,,,,,3949000000.0,621000000.0,-3373000000.0,4110000000.0,-815000000.0,15976000000.0,-1631000000.0,-23094000000.0,-25367000000.0,-22545000000.0,-13056000000.0,-12519000000.0,-19974000000.0,-51642000000.0,-102727000000.0,-114018000000.0,-131869000000.0,-144770000000.0,-109392000000.0,-86741000000.0,-77855000000.0,-28613000000.0,-34738000000.0,-65174000000.0,-92487000000.0,-89762000000.0,-96377000000.0,-101971000000.0,-162711000000.0,-259550000000.0,-381073000000.0,-376747000000.0,-439745000000.0,-521955000000.0,-634141000000.0,-739902000000.0,-786453000000.0,-735933000000.0,-740871000000.0,-419153000000.0,-532308000000.0,-579616000000.0,-551617000000.0,-478453000000.0,-508900000000.0,-524320000000.0,-503272000000.0,-543329000000.0,-593077000000.0,-577290000000.0,-626202000000.0,-860029000000.0,-958935000000.0,-797342000000.0
Uruguay,-59972583.96161699,-8791981.712677985,-52886734.24416,0.0,11795234.725171,130872772.14935601,102056595.020875,22865309.03894201,47443615.778597,25403225.806450993,-28225806.45161301,-32258064.516129017,11868299.552112997,36166330.11887199,-102610326.58672702,-123756988.44577003,-19046177.13853097,-113651362.984218,-113309352.51798499,-311226876.4618299,-568972168.6415,-422844348.36318994,-272143888.3541901,106382875.56666017,252463024.80915987,267665783.542251,349657276.4372599,179969138.26589012,354986095.11111,488967735.49609995,505462238.04686975,317407317.2774601,105872034.36114025,-64949511.45519972,-107505932.39340973,-20079067.569690228,-38666891.29087019,-668923904.9239697,-710854144.4704003,-765361935.9219699,-757171200.48346,-564307130.8706098,165220880.28833008,374094246.0872798,376087086.0304198,335162762.57629013,-271753629.05332947,-244991729.16394043,-1494377959.911499,262978889.1634693,414029878.9463005,-202746573.92110062,-1747306848.7721996,-1847227644.4309998,-1231338665.4277,-214881316.5937004,3099832242.5786,3565161596.2952003,3301095144.5876007,3774318100.4314995,2374254466.383501,4338583862.2179985,3557849038.400097,2519682498.2931023
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-439441509.4339595,-43395427.6037302,-44520218.22849989,725368781.4362402,293465126.5075598,279624982.12032986,609678382.4407601,840189364.2072201,871728035.6533098,962915531.7822304,1099430936.77779,765050803.7609997,219694054.3932991,-337193442.26869965,-1372179957.1293983,-3829747575.4990997,-3722289683.648802,-3448939514.5172997,-2766183784.5947,-3898761607.8122997,-3904001594.143799,-9264669122.9668,-9598533403.6832,-8119830715.3531,-11480513578.359697,-13698996186.839497,-17268212742.980698
"Venezuela, RB",941520089.84446,1191969750.0946202,1390138322.63612,1619952234.53675,998252873.5632198,838644444.4444499,924688888.88889,903177777.77778,580599999.9999998,473111111.11111,516111111.11110973,813750000.0,461863636.36363983,1620302325.5814004,6368744186.04648,2160418604.6511593,270069767.4418602,-2880558139.53491,-5176000000.0,720139534.8836994,4658418604.651199,3713232558.1394997,-2002883720.9302006,6526279069.76742,4494997624.7031,3506506666.6667004,-251764948.45359993,-877193103.4482689,-3892310344.8276005,5491872207.54258,9061996090.27901,2651677958.6450005,-1494197416.5318012,-129470323.82309914,4841352861.952801,3962482446.558298,10367160076.6834,6242961320.733002,-1606083886.2749977,3677104296.5042,13625560566.627705,4092931516.963997,11417950727.883501,14324022551.706902,19149631829.734802,27924003349.683,26368750349.3246,13964625523.987,31008694395.225197,-7841993378.718597,42952020030.16139,32432802555.195496,7391085491.8050995,-17614610714.640213,-70922056745.4885,,,,,,,,,
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,-2626712900.1055202,-3224355546.61455,-2811845874.3186502,-642278756.8732202,-597889875.6830301,-491903978.42129993,-403134977.71624994,-1155534898.6369696,-1538569710.5267801,-1886069295.6536694,-2704621716.7166996,-2184827720.504101,-1987563953.8740005,-818893985.3276997,-1114137105.4664001,-598816190.6351013,-2531137967.2109985,-4343434959.124001,-6157479968.8810005,-1911038479.8896027,-1911499445.1130981,-10504854821.058495,-13525433605.790604,-10059253544.226501,-8281531536.060699,-5005716389.442001,7283274114.151001,5886688539.792999,8839944426.235016,2228632659.531006,7211708757.9670105,7160336765.42099,12971677676.462006,18761100856.802002,19123945229.099,3754832219.6519775,15730738897.653992,34505666411.48401
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-668985711.84413,-1844059233.9716902,-2465227635.30391,-3974955537.05245,2967331440.466319,451453459.2592602,-579907155.99545,-518178035.57618,-1237561678.27187,-177631147.6672802,714234000.62111,88820109.66862965,-77859849.39286995,-177205093.4811101,127348773.80394077,839983778.8593302,84056640.78888035,-1584076846.6715393,-1499153146.9205017,-2870147866.417741,-1358500505.4875393,-778433722.1702995,-4118662872.941721,-3149430281.07407,-2969370270.83622,-5744599578.25935,-7211831543.86067,-6865167584.34263,-8943024328.62663,,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27418890.829570055,-130378545.39738989,-246901150.75750995,-151921037.5367601,-248164810.2191751,-329980582.23155093,-451510168.944504,-591601095.0072501,-446609019.47098994,-536505558.207,-232240914.44115996,-81557141.25686026,934962754.29491,198333516.55215073,-289469872.1200304,364908721.5869703,1831431859.8281097,1911249738.098711,1223665437.9053402,142763483.04240036,393837998.0188999,-1187564146.6886492,-693557832.5639105,-413972219.5954895,270071721.75527,112156710.62838936,2581643038.98808,4026777847.896309,3234461754.1311007,951539024.9504013
Zimbabwe,,,,,,,,,,,,,,,,-72941700.0,102049600.0,51387400.0,88609200.0,-44584700.0,-210760500.0,-519152300.0,-452102700.0,-235329300.0,-15490200.0,11154600.0,157208100.0,184764900.0,264166500.0,134406100.0,6538600.0,-283839000.0,-625049100.0,-113411600.0,-132269900.0,-190874000.0,16295900.0,-598308400.0,-110617800.0,267085300.0,150664400.0,136900000.0,-199000000.0,-324059700.0,-412198100.0,-514885200.0,-593837200.0,-455221900.0,-1174044400.0,-2206066700.0,-2871019600.0,-2801335700.0,-4079500300.0,-2802748200.0,-2497634100.0,-3678895600.0,-2328568300.0,-1883676400.1914802,-759058583.9752693,-176845295.3519802,-732752967.3113499,-1442833908.0583096,-2957395175.0928,-2690324727.5238104
